src_date_occurred,src_military_time,src_lease_number,src_area_block,src_accident_type,src_panel_district,src_status
6/29/2015,12:00,G14221,GB 172,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
10/10/2021,20:45,G14221,GB 172,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
5/31/2011,20:10,G06358,GB 189,- Fire - Incident >$25K ,DISTRICT,Complete
12/13/2013,4:20,G06358,GB 189,- Pollution - Crane ,DISTRICT,Complete
5/23/2014,23:00,G31613,GB 213,- Pollution ,DISTRICT,Complete
4/25/2016,3:00,G09216,GB 215,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
7/17/2025,7:52,G09216,GB 215,- Other Injury - Required Evacuation ,DISTRICT,Complete
2/17/2016,17:15,G14224,GB 216,- Pollution ,DISTRICT,Complete
5/19/2022,21:45,G14224,GB 216,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
4/21/2023,12:00,G14224,GB 216,- EDS,DISTRICT,Complete
6/2/2025,22:30,G07461,GB 259,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
11/4/2007,16:15,,GB 260,- LTA (>3 days) - Required Evacuation - Other Lifting Device - Crane ,DISTRICT,Complete
2/4/2021,2:30,G07462,GB 260,- Other Injury - Other Lifting Device ,DISTRICT,Complete
12/8/2012,21:50,G10350,GB 386,- Pollution ,DISTRICT,Complete
12/8/2012,3:00,G10350,GB 386,- Pollution ,DISTRICT,Complete
12/20/2012,4:20,G08241,GB 426,- RW/JT (>3 days) - Required Evacuation - Finger Injury,DISTRICT,Complete
2/19/2014,21:40,G08241,GB 426,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
4/25/2016,17:20,G08241,GB 426,- Other Injury - Required Evacuation ,DISTRICT,Complete
3/31/2019,17:45,G08241,GB 426,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
4/3/2021,13:10,G08241,GB 426,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
12/10/2021,:30,G08241,GB 426,- Other Lifting Device ,DISTRICT,Complete
11/23/2021,15:30,G08241,GB 426,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
4/14/2022,:0,G08241,GB 426,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
9/28/2020,12:49,G07493,GB 427,- Other Lifting Device ,DISTRICT,Complete
1/10/2021,15:35,G07493,GB 427,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
5/29/2017,9:30,G07493,GB 427,- LTA (>3 days) - Other Injury - Required Evacuation ,DISTRICT,Complete
6/7/2017,9:30,G07493,GB 427,- Pollution ,DISTRICT,Complete
6/25/2018,5:30,G07493,GB 427,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
11/22/2019,9:34,G35918,GB 491,- Fire - Incident >$25K - Required Muster ,DISTRICT,Complete
3/20/2024,7:00,G26664,GB 506,- RW/JT (>3 days) - Required Evacuation - Other Lifting Device ,DISTRICT,Complete
2/26/2008,19:00,G17406,GB 667,- Pollution - 80 bbls SBM lost overboard,DISTRICT,Complete
10/31/2013,13:50,G17407,GB 668,- Fire ,DISTRICT,Complete
11/15/2024,8:37,G17407,GB 668,- Required Muster ,DISTRICT,Complete
4/5/2016,20:20,G17408,GB 669,- RW/JT (>3 days) - Required Evacuation - Other Lifting Device ,DISTRICT,Complete
10/14/2012,5:00,G11573,GB 783,- RW/JT (>3 days) - Required Evacuation - Other Lifting Device - Finger Injury,DISTRICT,Complete
3/7/2026,22:00,G11573,GB 783,- LTA (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
4/8/2008,10:00,G23338,GB 876,- LTA (>3 days) - Shutdown from Glycol Release,DISTRICT,Complete
3/23/2015,5:05,G32460,GB 958,- Pollution ,DISTRICT,Complete
10/14/2025,5:10,G30876,GB 959,- LTA (>3 days) - Required Evacuation - Other Lifting Device - Incident >$25K ,DISTRICT,Complete
8/3/2025,19:34,G30876,GB 959,- Other Lifting Device - Incident >$25K ,DISTRICT,Complete
3/28/2021,1:00,G34529,GB 962,- Pollution - Shallow Water Flow,DISTRICT,Complete
10/28/2015,2:55,G26693,GB 978,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
8/23/2020,11:18,G36155,GB 1003,- Fatality ,PANEL,Complete
9/18/2020,6:40,G36155,GB 1003,- RW/JT (1-3 days) - Required Evacuation ,DISTRICT,Complete
4/19/2013,:30,G25780,KC 93,- Pollution ,DISTRICT,Complete
5/28/2009,2:50,G19545,KC 291,- Pollution ,DISTRICT,Complete
3/31/2013,6:55,G25792,KC 292,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
12/18/2012,14:30,G22367,KC 736,- Pollution - Incident >$25K ,DISTRICT,Complete
11/24/2012,11:30,G21444,KC 875,- Pollution ,DISTRICT,Complete
10/17/2012,5:20,G32654,KC 918,- Required Evacuation ,DISTRICT,Complete
1/30/2013,1:00,G27779,SE 39,- LTA (>3 days) - Required Evacuation - Other Lifting Device - Tugger,DISTRICT,Complete
6/25/2019,20:45,G10437,DC 4,- Other Lifting Device - Dropped object,DISTRICT,Complete
4/30/2018,22:30,G10437,DC 4,- Pollution - Chemical leak in flying lead,DISTRICT,Complete
8/14/2014,20:20,G25854,DC 398,- Incident >$25K - Tension Ring not fully engaged,DISTRICT,Complete
10/26/2013,22:30,G31570,DC 757,- Other Lifting Device - Incident >$25K ,DISTRICT,Complete
11/22/2023,11:30,G05753,MO 916,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
2/18/2012,17:00,G27973,MO 830,- Incident >$25K ,DISTRICT,Complete
5/5/2018,7:45,G06850,MO 872,- Crane ,DISTRICT,Complete
9/5/2012,20:30,G02832,WC 205,- LTA (>3 days) - Required Evacuation - Other Lifting Device - Injury to Fingers,DISTRICT,Complete
2/17/2018,10:30,G04087,WC 215,- Fatality ,PANEL,Complete
8/30/2011,16:30, 00247,WC 102,- RW/JT (1-3 days) - Required Evacuation - Eline failure - corrosion,DISTRICT,Complete
10/13/2012,12:00, 00082,WC 111,- LTA (>3 days) - Required Evacuation - Fire - Burn Injury,DISTRICT,Complete
5/13/2016,17:30,G12761,WC 130,- LTA (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
1/1/2016,3:00,G01953,WC 144,- Collision >$25K - Collision - Structural Damage ,DISTRICT,Complete
10/17/2016,1:00, 00763,WC 180,- LTA (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
2/1/2013,16:10, 00680,WC 20,- Shutdown from Gas Release - Pollution ,DISTRICT,Complete
8/10/2023,17:35,G15050,WC 33,- LTA (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
4/13/2019,6:15,G09384,WC 61,- LTA (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
11/27/2021,9:30,G23740,WC 96,- Fire ,DISTRICT,Complete
10/13/2014,13:35,G21444,KC 875,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
8/30/2014,20:20,G25814,KC 829,- Pollution ,DISTRICT,Complete
7/8/2014,20:35,G27698,KC 10,- Other Injury - Required Evacuation ,DISTRICT,Complete
10/14/2014,1:05,G27698,KC 10,- Other Lifting Device - Incident >$25K ,DISTRICT,Complete
7/18/2021,9:30,G10380,AC 25,- Incident >$25K ,DISTRICT,Complete
2/24/2026,17:15,G10380,AC 25,- Other Lifting Device - Incident >$25K ,DISTRICT,Complete
9/27/2024,2:00,G36103,AC 337,- LTA (>3 days) - Required Evacuation - Crane - Slip trip fall,DISTRICT,Complete
10/12/2024,5:40,G36103,AC 337,- LTA (>3 days) - Required Evacuation - Other Lifting Device ,DISTRICT,Complete
9/29/2020,17:15,G32954,AC 380,- Crane - Load Strike,DISTRICT,Complete
12/13/2015,16:37,G35137,AC 475,- Fire - Required Muster ,DISTRICT,Complete
12/16/2013,20:00,G06280,EB 165,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
5/9/2015,17:30,G06280,EB 165,- Shutdown from Gas Release - Fire - Incident >$25K - Required Muster ,DISTRICT,Complete
1/24/2016,17:00,G06280,EB 165,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
5/9/2018,8:00,G06280,EB 165,- Fire - Incident >$25K ,DISTRICT,Complete
1/16/2009,17:10,G19028,EB 599,- Collision >$25K ,DISTRICT,Complete
11/6/2003,22:00,G14205,EB 602,- Fire ,DISTRICT,Complete
4/1/2009,15:20,G14205,EB 602,- Fire ,DISTRICT,Complete
2/19/2012,17:00,G14205,EB 602,- Pollution - See remarks,DISTRICT,Complete
2/28/2013,7:30,,EB 602,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
4/21/2013,7:45,G14205,EB 602,- Other Injury - Required Evacuation ,DISTRICT,Complete
6/24/2013,:15,,EB 602,"- Equipment Damage >$25,000",DISTRICT,Complete
9/19/2014,12:00,G14205,EB 602,- RW/JT (1-3 days) - Required Evacuation ,DISTRICT,Complete
1/10/2015,11:00,G14205,EB 602,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
3/21/2015,15:00,G14205,EB 602,- LTA (>3 days) - Other Injury - Required Evacuation ,DISTRICT,Complete
5/21/2025,13:45,G14205,EB 602,- Crane ,DISTRICT,Complete
9/10/2022,16:30,G14205,EB 602,- LTA (>3 days) - Other Lifting Device ,DISTRICT,Complete
1/23/2022,15:45,G14205,EB 602,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
7/23/2003,21:15,G09184,EB 643,- Fire ,DISTRICT,Complete
2/13/2009,22:00,G09184,EB 643,- RW/JT (>3 days) ,DISTRICT,Complete
8/27/2009,9:00,,EB 643,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
9/21/2015,17:47,G09184,EB 643,- Other Lifting Device - Pollution ,DISTRICT,Complete
12/13/2019,17:15,G09184,EB 643,- Crane ,DISTRICT,Complete
11/2/2013,19:00,G32822,EB 645,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
1/16/2016,15:00,G22296,EB 690,- Pollution - Incident >$25K - Inadvertent EDS,DISTRICT,Complete
11/16/2022,5:10,G36191,EB 699,- Pollution ,DISTRICT,Complete
12/3/2015,4:20,G08211,EB 945,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
2/19/2007,20:20,G15860,GB 244,- LTA (>3 days) - Required Evacuation - Other Lifting Device ,DISTRICT,Complete
9/27/2002,14:00,G07462,GB 260,- Pollution ,DISTRICT,Complete
3/2/2007,6:15,G08241,GB 426,- Explosion - Fire - Incident >$25K - Arc flash,DISTRICT,Complete
7/3/2006,7:30,G17407,GB 668,- Pollution,DISTRICT,Complete
10/8/2006,2:00,G17456,GB 873,- Incident >$25K ,DISTRICT,Complete
3/10/2016,12:50,G04940,GC 18,- Other Injury - Required Evacuation - Fatality ,PANEL,Complete
8/13/2020,16:20,G04940,GC 18,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
8/10/2012,10:35,G04131,GC 19,- RW/JT (>3 days) - Required Evacuation - Hand Injury,DISTRICT,Complete
11/7/2012,1:45,G26287,GC 36,- Fingerboard Near Miss,DISTRICT,Complete
10/10/2012,21:00,G26287,GC 36,- Other Lifting Device - Incident >$25K ,DISTRICT,Complete
7/26/2020,8:22,G34536,GC 40,- Pollution ,PANEL,Pending
5/31/2024,1:00,G05884,GC 52,- Incident >$25K - Crane ,DISTRICT,Complete
3/12/2008,7:50,G05889,GC 65,- Fire - Required Muster ,DISTRICT,Complete
1/14/2009,15:30,G05889,GC 65,- Crane ,DISTRICT,Complete
8/3/2019,5:50,G05889,GC 65,- Collision >$25K - Incident >$25K ,DISTRICT,Complete
12/3/2009,20:00,G31694,GC 97,- Pollution ,DISTRICT,Complete
1/2/2014,2:17,G15546,GC 113,- Incident >$25K - Structural Damage - Dropped Object,DISTRICT,Complete
9/24/2014,6:00,G16698,GC 155,- Pollution - Inadvertent Discharge of SBM,DISTRICT,Complete
3/11/2005,15:10,G24154,GC 157,- Pollution - Accidental Riser Disconnect,DISTRICT,Complete
5/7/2006,4:00,G24154,GC 157,- Injury ,DISTRICT,Complete
9/21/2002,12:00,G07995,GC 158,- Fire ,DISTRICT,Complete
12/7/2002,8:30,G07995,GC 158,- Fire ,DISTRICT,Complete
11/8/2005,16:00,G07995,GC 158,- Pollution ,DISTRICT,Complete
3/26/2008,5:20,G07995,GC 158,- Crane ,DISTRICT,Complete
4/27/2008,3:00,G07995,GC 158,- Crane ,DISTRICT,Complete
3/31/2019,8:00,G07995,GC 158,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
5/22/2026,14:55,G07995,GC 158,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Pending
2/17/2007,10:50,G16702,GC 177,- Pollution ,DISTRICT,Complete
6/30/2001,11:00,G07998,GC 202,"- 10-3/4"" Prod. Riser Disconnect",DISTRICT,Complete
9/10/2001,18:30,G05911,GC 205,- Fire ,DISTRICT,Complete
11/6/2001,18:30,G05911,GC 205,- Fire ,DISTRICT,Complete
9/29/2004,9:05,G05911,GC 205,- Injury ,DISTRICT,Complete
2/10/2012,16:00,G05911,GC 205,- Pollution - Oil Spill,DISTRICT,Complete
6/1/2019,23:00,G05911,GC 205,- Required Evacuation - Fatality ,PANEL,Complete
9/13/2022,12:45,G05911,GC 205,- Crane ,DISTRICT,Complete
5/19/2005,12:45,G15562,GC 236,- Injury ,DISTRICT,Complete
5/16/2005,12:00,G15562,GC 236,- Well Control Event,DISTRICT,Complete
11/19/2001,16:30,G15563,GC 237,- Pollution - Subsea choke failure/pollution,DISTRICT,Complete
9/23/2005,6:00,G15563,GC 237,- Pollution - Capsized - Mooring Failure,DISTRICT,Complete
7/18/2014,11:40,G15563,GC 237,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
10/16/2014,22:50,G15563,GC 237,- Pollution - Rig Power Loss/Disconnect,DISTRICT,Complete
12/1/2025,18:43,G15563,GC 237,Damaged/Disabled Safety Sys. ,DISTRICT,Complete
9/5/2004,23:30,G21788,GC 242,- Casing Parted,PANEL,Complete
12/7/2002,4:10,G20051,GC 243,- Pollution ,DISTRICT,Complete
4/9/2006,9:45,G20051,GC 243,- Collision ,DISTRICT,Complete
5/18/2007,14:55,G20051,GC 243,- LTA (>3 days) - Required Evacuation - Light fixture falls.,DISTRICT,Complete
1/14/2019,15:00,G20051,GC 243,Damaged/Disabled Safety Sys. - Incident >$25K ,DISTRICT,Complete
12/12/2009,7:45,G11043,GC 244,- Pollution ,DISTRICT,Complete
1/23/2010,21:45,G11043,GC 244,- Pollution ,DISTRICT,Complete
10/8/2013,22:30,G05916,GC 245,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
8/26/2004,13:00,G15565,GC 248,- Anchor Contact with Wellhead,DISTRICT,Complete
6/9/2014,16:35,G15565,GC 248,- Other Lifting Device ,DISTRICT,Complete
5/12/2016,7:34,G15565,GC 248,- Pollution ,PANEL,Complete
12/23/2018,18:00,G07049,GC 254,- Explosion - Incident >$25K - Required Muster - compressor end cap,DISTRICT,Complete
6/4/2021,9:30,G33242,GC 281,- RW/JT (>3 days) ,DISTRICT,Complete
10/20/2002,5:30,G16727,GC 282,- Pollution ,DISTRICT,Complete
1/9/2019,2:20,G16727,GC 282,- Other Lifting Device - Incident >$25K ,DISTRICT,Complete
6/6/2009,21:30,G28066,GC 304,- Other Lifting Device ,DISTRICT,Complete
9/3/2009,10:25,G28066,GC 304,- Other Lifting Device - Fatality ,PANEL,Complete
5/19/2003,12:00,G15577,GC 335,- Pollution ,DISTRICT,Complete
11/17/2002,11:30,G21790,GC 338,- Pollution ,DISTRICT,Complete
4/22/2010,1:20,G21790,GC 338,- Fire - Hydraulic pump seal failure,DISTRICT,Complete
6/6/2011,13:55,G21790,GC 338,- LTA (>3 days) - Required Evacuation - Hot Bolt Operations,DISTRICT,Complete
3/3/2012,21:30,G21790,GC 338,- Fire - Flammable Materials,DISTRICT,Complete
9/29/2012,3:45,G21790,GC 338,- RW/JT (>3 days) - Required Evacuation - Loss of fingers on left hand,DISTRICT,Complete
10/16/2015,20:15,G21790,GC 338,- Shutdown from Gas Release - Required Evacuation - Pollution - Incident >$25K - Required Muster ,DISTRICT,Complete
9/16/2019,17:00,G21790,GC 338,- Other Injury - Crane ,DISTRICT,Complete
11/20/2021,13:15,G21790,GC 338,- Crane ,DISTRICT,Complete
3/29/2003,4:30,G22948,GC 380,- Pollution ,DISTRICT,Complete
1/15/2022,16:10,G35864,GC 389,- Pollution - EDS - Spill,DISTRICT,Complete
4/22/2024,8:15,G35864,GC 389,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
6/1/2009,5:45,G32504,GC 432,- Required Evacuation - Other Lifting Device ,DISTRICT,Complete
5/10/2018,17:30,G32504,GC 432,- Fire ,DISTRICT,Complete
11/10/2024,1:45,G32504,GC 432,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
2/17/2025,16:45,G32504,GC 432,- Required Evacuation - Other Lifting Device ,DISTRICT,Complete
2/9/2007,8:00,G26313,GC 468,- Pollution ,DISTRICT,Complete
9/6/2018,20:40,G26313,GC 468,- Shutdown from Gas Release - Required Muster ,DISTRICT,Complete
5/31/2023,9:00,G26313,GC 468,- LTA (>3 days) - Required Evacuation - Other Lifting Device ,DISTRICT,Complete
2/19/2010,19:05,G25153,GC 469,- Incident >$25K - Crane ,DISTRICT,Complete
4/7/2017,15:00,G35662,GC 478,- Crane ,DISTRICT,Complete
5/2/2024,16:20,G35662,GC 478,- Required Evacuation - Incident >$25K - Crane ,DISTRICT,Complete
7/22/2022,22:03,G35662,GC 478,- Other Lifting Device ,DISTRICT,Complete
1/18/2024,13:03,G35662,GC 478,"- Other Lifting Device - Incident >$25K - 22"" casing parted at rigfloor",DISTRICT,Complete
10/23/2009,10:45,G26315,GC 512,- Other Lifting Device ,DISTRICT,Complete
1/2/2016,9:10,G26315,GC 512,- Dropped Object (TD Svc Loop),DISTRICT,Complete
11/13/2021,16:20,G21801,GC 518,- Other Lifting Device ,DISTRICT,Complete
2/6/2017,7:40,G34986,GC 521,- Top Drive,DISTRICT,Complete
2/10/2017,9:00,G34986,GC 521,- Incident >$25K - Moon Pool Flap,DISTRICT,Complete
9/11/2016,8:26,G11075,GC 562,"- EDS activation, BOP stack drop",DISTRICT,Complete
12/25/2024,13:30,G36297,GC 584,- LTA (>3 days) - Required Evacuation - Other Lifting Device ,DISTRICT,Complete
11/27/2002,5:45,G16759,GC 596,- Pollution ,DISTRICT,Complete
1/7/2016,22:45,G16759,GC 596,Damaged/Disabled Safety Sys. - Crane ,DISTRICT,Complete
5/27/2004,8:00,G18402,GC 608,- Pollution ,DISTRICT,Complete
7/11/2006,17:15,G18402,GC 608,- Shutdown from Gas Release - Fire - Required Muster ,DISTRICT,Complete
12/19/2012,14:00,G18402,GC 608,- LTA (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
5/15/2013,2:40,G18402,GC 608,- Other Lifting Device ,DISTRICT,Complete
5/8/2014,2:00,G18402,GC 608,- Fire ,DISTRICT,Complete
7/22/2016,17:25,G18402,GC 608,- LTA (>3 days) - Shutdown from Gas Release - Required Evacuation - Fire - Incident >$25K - Gas release,DISTRICT,Complete
1/15/2025,10:00,G18402,GC 608,- Pollution - Incident >$25K ,DISTRICT,Complete
12/20/2020,3:08,G16764,GC 609,- Other Lifting Device ,DISTRICT,Complete
1/25/2015,1:00,G16765,GC 610,- Dropped Object,DISTRICT,Complete
1/18/2015,21:40,G16765,GC 610,- Dropped Object,DISTRICT,Complete
4/11/2017,7:10,G25174,GC 627,- Crane ,DISTRICT,Complete
5/26/2017,5:30,G25174,GC 627,- Incident >$25K - Required Muster ,DISTRICT,Complete
9/30/2009,10:55,G20082,GC 640,- Fire - Incident >$25K - Required Muster ,DISTRICT,Complete
5/19/2016,20:30,G20082,GC 640,- RW/JT (>3 days) - Required Evacuation - Incident >$25K ,DISTRICT,Complete
8/7/2016,22:25,G20082,GC 640,- LTA (1-3) days - Required Evacuation - Crane ,DISTRICT,Complete
3/29/2011,4:00,G16770,GC 641,- Loss of Station,DISTRICT,Complete
4/8/2015,22:52,G35001,GC 643,- Incident >$25K ,DISTRICT,Complete
6/4/2006,7:03,G11081,GC 645,- Top Drive Unplanned Descent,DISTRICT,Complete
3/28/2007,5:15,G11081,GC 645,"- Pollution - Rupture in 4"" take-on hose",DISTRICT,Complete
5/19/2018,13:23,G11081,GC 645,- RW/JT (>3 days) - Required Evacuation - Incident >$25K ,DISTRICT,Complete
2/3/2021,2:00,G11081,GC 645,- Crane ,DISTRICT,Complete
2/14/2021,3:30,G11081,GC 645,- Other Lifting Device ,DISTRICT,Complete
6/27/2022,17:45,G11081,GC 645,Damaged/Disabled Safety Sys. - Fire ,DISTRICT,Complete
7/5/2005,13:00,G21810,GC 652,- Pollution ,PANEL,Complete
6/23/2005,19:15,G21810,GC 652,- Pollution ,DISTRICT,Complete
12/2/2007,13:30,G21810,GC 652,- Pollution - Riser Emergency Disconnect,DISTRICT,Complete
1/28/2008,13:00,G21810,GC 652,- Pollution ,DISTRICT,Complete
4/11/2004,19:08,G20084,GC 653,- Pollution - Riser Disconnect for weather,DISTRICT,Complete
6/16/2008,7:16,G20084,GC 653,- Other Lifting Device - Structural Damage ,DISTRICT,Complete
5/17/2009,9:10,G20084,GC 653,- Crane ,DISTRICT,Complete
11/20/2009,17:30,G20084,GC 653,- Required Evacuation - Required Muster - Arc Flash,DISTRICT,Complete
2/24/2013,22:40,G20084,GC 653,- LTA (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
3/20/2016,23:43,G20085,GC 654,- Other Lifting Device - Incident >$25K - Structural Damage ,DISTRICT,Complete
6/11/2007,2:30,G22987,GC 680,- Shutdown from Gas Release - Explosion - Fire - Incident >$25K - Required Muster ,DISTRICT,Complete
11/23/2012,13:45,G22987,GC 680,- LTA (>3 days) - Leg Injury,DISTRICT,Complete
1/24/2013,14:15,G22987,GC 680,- RW/JT (>3 days) - Required Evacuation - Partial loss of finger.,DISTRICT,Complete
4/29/2017,1:12,G22987,GC 680,- Fire - Required Muster ,DISTRICT,Complete
3/21/2017,10:00,G22987,GC 680,- Fire - Required Muster ,DISTRICT,Complete
12/27/2017,18:45,G22987,GC 680,- Incident >$25K - Required Muster ,DISTRICT,Complete
8/25/2024,6:00,G22987,GC 680,Damaged/Disabled Safety Sys. - Pollution - Incident >$25K ,DISTRICT,Pending
4/3/2013,8:38,G18421,GC 683,- Pollution - Emergency Disconnect(Drift Off,DISTRICT,Complete
10/29/2015,17:40,G18421,GC 683,- LTA (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
1/26/2010,11:00,G31744,GC 685,- Pollution ,DISTRICT,Complete
10/21/2007,9:15,G24179,GC 726,- Pollution - Incident >$25K ,DISTRICT,Complete
10/22/2015,5:05,G24179,GC 726,- equipment failure,DISTRICT,Complete
2/16/2003,14:10,G15607,GC 743,- Pollution ,DISTRICT,Complete
3/3/2003,2:00,G15607,GC 743,- Pollution ,DISTRICT,Complete
5/30/2006,:9,G15607,GC 743,- Top Drive Unplanned Descent,DISTRICT,Complete
2/1/2007,17:15,G15607,GC 743,- Pollution - Motor on shale shaker failed,DISTRICT,Complete
2/28/2007,15:00,G15607,GC 743,- Other Lifting Device - Incident >$25K - Crane ,DISTRICT,Complete
5/31/2007,19:40,G15607,GC 743,- RW/JT (>3 days) - Required Evacuation - Falling object,DISTRICT,Complete
7/31/2007,13:00,G15607,GC 743,- Pollution - BOP ring gasket/seal area,DISTRICT,Complete
8/15/2007,12:30,G15607,GC 743,- Pollution - Incident >$25K ,DISTRICT,Complete
7/15/2009,21:50,G15607,GC 743,- Incident >$25K - Dropped BHA,DISTRICT,Complete
7/4/2009,9:10,G15607,GC 743,- Other Lifting Device - Incident >$25K ,DISTRICT,Complete
11/9/2009,6:43,G15607,GC 743,- Incident >$25K ,DISTRICT,Complete
11/10/2009,13:57,G15607,GC 743,- Pollution ,DISTRICT,Complete
2/28/2013,2:40,G15607,GC 743,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
1/8/2015,20:40,G15607,GC 743,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
6/9/2015,10:15,G15607,GC 743,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
11/7/2015,21:00,G15607,GC 743,- LTA (>3 days) - Other Injury - Required Evacuation ,DISTRICT,Complete
1/15/2021,15:26,G15607,GC 743,- Other Lifting Device ,DISTRICT,Complete
4/15/2003,9:00,G15610,GC 782,- Pollution ,DISTRICT,Complete
7/22/2005,15:00,G15610,GC 782,- Dropped Object,DISTRICT,Complete
2/28/2007,20:14,G15610,GC 782,- Shutdown from Gas Release - Required Muster ,DISTRICT,Complete
9/7/2009,11:45,G15610,GC 782,- Required Muster ,DISTRICT,Complete
12/19/2009,8:05,G15610,GC 782,- Pollution ,DISTRICT,Complete
10/16/2013,8:30,G15610,GC 782,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
10/16/2016,9:30,G15610,GC 782,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
9/13/2017,7:09,G15610,GC 782,- Pollution ,DISTRICT,Complete
6/21/2026,13:14,G15610,GC 782,- Required Muster - Smoke with no fire,DISTRICT,Pending
7/1/2009,13:32,,GC 787,- Shutdown from Gas Release - Required Muster ,DISTRICT,Complete
8/31/2009,16:24,,GC 787,- Required Muster ,DISTRICT,Complete
5/8/2018,9:15,,GC 787,- Shutdown from Gas Release ,DISTRICT,Complete
12/15/2002,12:00,G24185,GC 794,- Fire ,DISTRICT,Complete
12/10/2016,5:40,G31752,GC 807,- Fire ,DISTRICT,Complete
2/27/2010,21:40,G31753,GC 817,- Fire - Required Muster ,DISTRICT,Complete
8/3/2005,1:00,G16806,GC 821,- Pollution ,DISTRICT,Complete
2/27/2021,13:30,G34561,GC 821,- Pollution ,DISTRICT,Complete
3/9/2026,21:37,G09981,GC 825,- Required Muster ,DISTRICT,Pending
1/23/2022,1:40,G09981,GC 825,- Other Lifting Device ,DISTRICT,Complete
1/26/2022,1:06,G09981,GC 825,- Other Lifting Device ,DISTRICT,Complete
10/31/2005,16:30,G09982,GC 826,- Pollution - pollution,DISTRICT,Complete
3/9/2009,11:15,G23000,GC 847,- Item Lost Overboard,DISTRICT,Complete
5/14/2009,15:00,G23000,GC 847,- Pollution ,DISTRICT,Complete
8/4/2009,11:30,G32536,GC 858,- Pollution ,DISTRICT,Complete
11/2/2014,15:35,G24194,GC 859,- Other Injury - Required Evacuation ,DISTRICT,Complete
2/10/2017,2:23,G24194,GC 859,- Required Evacuation ,DISTRICT,Complete
5/8/2025,4:30,G33859,GC 868,- RW/JT (>3 days) - Required Evacuation - Other Lifting Device ,DISTRICT,Complete
10/28/2020,11:44,G35879,GC 895,- Incident >$25K ,DISTRICT,Complete
6/3/2013,10:00,G31765,GC 896,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
7/22/2013,17:45,G31765,GC 896,- Required Evacuation ,DISTRICT,Complete
10/28/2009,22:00,G32547,GC 945,- Required Muster ,DISTRICT,Complete
9/20/2007,10:00,G23005,GC 949,- Pollution - 20 bbls lost SBM,DISTRICT,Complete
12/6/2007,16:45,G20113,GC 953,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
6/2/2001,14:19,G21823,GC 1001,-  Dynamically Position Failure,DISTRICT,Complete
10/26/2001,11:32,G10380,AC 25,- Fire ,DISTRICT,Complete
2/22/2014,16:30,G10380,AC 25,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
6/14/2008,21:22,G19409,AC 815,- Incident >$25K - Dropped BOPs,DISTRICT,Complete
3/10/2006,16:30,G20870,AC 856,- Injury ,DISTRICT,Complete
