Incident Number,Cause number,bsee_source_field
WR-758-20151223-1120,3,19
WR-758-20170627-2120,1,18
WR-758-20170627-2120,2,19
WR-29-20180726-0130,1,18
WR-29-20180726-0130,2,19
WR-29-20180726-0130,3,19
WR-29-20180726-0130,4,19
WR-508-20150326-0900,1,18
WR-508-20150326-0900,2,19
WR-51-20150808-1555,1,18
WR-51-20150808-1555,2,19
WR-551-20160911-1030,1,18
WR-551-20160911-1030,2,19
WR-551-20161126-1406,1,18
WR-551-20161126-1406,2,19
